name,dept,adjustedcount,homepage,scholarid,profile_url,image_url,affiliation_from_scholar,keywords,top_papers
Li Fei-Fei 0001,Stanford University,43.4550732,http://vision.stanford.edu/feifeili,rDfyQnIAAAAJ,https://scholar.google.com/citations?user=rDfyQnIAAAAJ,/citations/images/avatar_scholar_128.png,"Professor of Computer Science, Stanford University",Artificial Intelligence; Machine Learning; Computer Vision; Neuroscience,Imagenet: A large-scale hierarchical image database (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=rDfyQnIAAAAJ&citation_for_view=rDfyQnIAAAAJ:qjMakFHDy7sC); Imagenet large scale visual recognition challenge (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=rDfyQnIAAAAJ&citation_for_view=rDfyQnIAAAAJ:JV2RwH3_ST0C); Perceptual losses for real-time style transfer and super-resolution (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=rDfyQnIAAAAJ&citation_for_view=rDfyQnIAAAAJ:vDijr-p_gm4C)
Zhangyang Wang,University of Texas at Austin,43.425843,https://vita-group.github.io,pxFyKAIAAAAJ,https://scholar.google.com/citations?user=pxFyKAIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pxFyKAIAAAAJ&citpid=6,XTX Markets & University of Texas at Austin,ML; Sparsity; Optimization; LLM; Neurosymbolic AI,Graph Contrastive Learning with Augmentations (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=pxFyKAIAAAAJ&citation_for_view=pxFyKAIAAAAJ:5-WeoFoEDvMC); Aod-net: All-in-one dehazing network (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=pxFyKAIAAAAJ&citation_for_view=pxFyKAIAAAAJ:uQZYMm4vmbQC); Benchmarking single-image dehazing and beyond (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=pxFyKAIAAAAJ&citation_for_view=pxFyKAIAAAAJ:54VQHa9UZwQC)
Kostas Daniilidis,University of Pennsylvania,43.42143,http://www.cis.upenn.edu/~kostas,dGs2BcIAAAAJ,https://scholar.google.com/citations?user=dGs2BcIAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dGs2BcIAAAAJ&citpid=5,"Ruth Yalom Stone Professor of Computer and Information Science, University of Pennsylvania",Computer Vision; Robotics,Event-based vision: A survey (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=dGs2BcIAAAAJ&citation_for_view=dGs2BcIAAAAJ:UmJFWc0aipQC); Learning to reconstruct 3D human pose and shape via model-fitting in the loop (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=dGs2BcIAAAAJ&citation_for_view=dGs2BcIAAAAJ:9cqGXoYeWaMC); Coarse-to-fine volumetric prediction for single-image 3D human pose (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=dGs2BcIAAAAJ&citation_for_view=dGs2BcIAAAAJ:-1RNHcZo4Y8C)
Xuemin Lin 0001,Shanghai Jiao Tong University,43.01976,https://www.acem.sjtu.edu.cn/en/faculty/linxuemin.html,j6rglkYAAAAJ,https://scholar.google.com/citations?user=j6rglkYAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=j6rglkYAAAAJ&citpid=2,Chair Professor at Shanghai Jiaotong University,Graph; Spatial-Temporal; String; Uncertain Data,Efficient similarity joins for near-duplicate detection (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=j6rglkYAAAAJ&citation_for_view=j6rglkYAAAAJ:ByB5RH_0zRoC); Probabilistic skylines on uncertain data (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=j6rglkYAAAAJ&citation_for_view=j6rglkYAAAAJ:ZDu_srLEjN8C); Taming verification hardness: an efficient algorithm for testing subgraph isomorphism (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=j6rglkYAAAAJ&citation_for_view=j6rglkYAAAAJ:FHdxMmblzioC)
J. Zico Kolter,Carnegie Mellon University,43.00797,http://www.zicokolter.com,UXh1I6UAAAAJ,https://scholar.google.com/citations?user=UXh1I6UAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=UXh1I6UAAAAJ&citpid=1,Carnegie Mellon University,machine learning; optimization; application in energy systems,An empirical evaluation of generic convolutional and recurrent networks for sequence modeling (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=UXh1I6UAAAAJ&citation_for_view=UXh1I6UAAAAJ:pqnbT2bcN3wC); Certified adversarial robustness via randomized smoothing (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=UXh1I6UAAAAJ&citation_for_view=UXh1I6UAAAAJ:b0M2c_1WBrUC); REDD: A public data set for energy disaggregation research (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=UXh1I6UAAAAJ&citation_for_view=UXh1I6UAAAAJ:zYLM7Y9cAGgC)
Zhendong Su 0001,ETH Zurich,42.93923,http://web.cs.ucdavis.edu/~su,RivxoIcAAAAJ,https://scholar.google.com/citations?user=RivxoIcAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RivxoIcAAAAJ&citpid=8,"Professor of Computer Science, ETH Zurich",Programming Languages; Software Engineering; Computer Security; Machine Learning; Educational Technologies,On the naturalness of software (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=RivxoIcAAAAJ&citation_for_view=RivxoIcAAAAJ:lSLTfruPkqcC); Deckard: Scalable and accurate tree-based detection of code clones (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=RivxoIcAAAAJ&citation_for_view=RivxoIcAAAAJ:IjCSPb-OGe4C); The essence of command injection attacks in web applications (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=RivxoIcAAAAJ&citation_for_view=RivxoIcAAAAJ:u5HHmVD_uO8C)
Moni Naor,Weizmann Institute of Science,42.87602,https://www.weizmann.ac.il/pages/search/people?language=english&single=1&person_id=2337,stSUaHAAAAAJ,https://scholar.google.com/citations?user=stSUaHAAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=stSUaHAAAAAJ&citpid=1,"Professor of Computer Science, Weizmann Institute of Science",theoretical_computer_science; cryptography; differential_privacy,"Visual cryptography (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=stSUaHAAAAAJ&citation_for_view=stSUaHAAAAAJ:5Ul4iDaHHb8C); Our data, ourselves: Privacy via distributed noise generation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=stSUaHAAAAAJ&citation_for_view=stSUaHAAAAAJ:q3CdL3IzO_QC); Optimal aggregation algorithms for middleware (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=stSUaHAAAAAJ&citation_for_view=stSUaHAAAAAJ:Fu2w8maKXqMC)"
Abhinav Gupta 0001,Carnegie Mellon University,42.797313,http://www.cs.cmu.edu/~abhinavg,NOSCHOLARPAGE,https://scholar.google.com/citations?user=NOSCHOLARPAGE,,,,
Dahua Lin,Chinese University of Hong Kong,42.605145,http://dahualin.org,GMzzRRUAAAAJ,https://scholar.google.com/citations?user=GMzzRRUAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GMzzRRUAAAAJ&citpid=3,The Chinese University of Hong Kong,computer vision; machine learning; probabilistic inference; bayesian nonparametrics,Spatial temporal graph convolutional networks for skeleton-based action recognition (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=GMzzRRUAAAAJ&citation_for_view=GMzzRRUAAAAJ:tkaPQYYpVKoC); Temporal segment networks: Towards good practices for deep action recognition (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=GMzzRRUAAAAJ&citation_for_view=GMzzRRUAAAAJ:4fKUyHm3Qg0C); Unsupervised feature learning via non-parametric instance discrimination (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=GMzzRRUAAAAJ&citation_for_view=GMzzRRUAAAAJ:9vf0nzSNQJEC)
Chen Change Loy,Nanyang Technological University,42.37814,http://personal.ie.cuhk.edu.hk/~ccloy,559LF80AAAAJ,https://scholar.google.com/citations?user=559LF80AAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=559LF80AAAAJ&citpid=21,"President's Chair Professor, MMLab@NTU, S-Lab, Nanyang Technological University",Computer Vision; Image Processing; Machine Learning,Image Super-Resolution Using Deep Convolutional Networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=559LF80AAAAJ&citation_for_view=559LF80AAAAJ:j8pvxH-kN2QC); Learning a Deep Convolutional Network for Image Super-Resolution (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=559LF80AAAAJ&citation_for_view=559LF80AAAAJ:hC7cP41nSMkC); ESRGAN: Enhanced Super-Resolution Generative Adversarial Networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=559LF80AAAAJ&citation_for_view=559LF80AAAAJ:koF6b02d8EEC)
Josep Torrellas,Univ. of Illinois at Urbana-Champaign,42.205629,http://iacoma.cs.uiuc.edu/josep/torrellas.html,zdnAkgsAAAAJ,https://scholar.google.com/citations?user=zdnAkgsAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=zdnAkgsAAAAJ&citpid=2,"Professor of Computer Science, University of Illinois Urbana-Champaign",Computer architecture; parallel computing; shared-memory architectures,VARIUS: A model of process variation and resulting timing errors for microarchitects (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=zdnAkgsAAAAJ&citation_for_view=zdnAkgsAAAAJ:YsMSGLbcyi4C); Variation-aware application scheduling and power management for chip multiprocessors (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=zdnAkgsAAAAJ&citation_for_view=zdnAkgsAAAAJ:Tyk-4Ss8FVUC); A chip-multiprocessor architecture with speculative multithreading (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=zdnAkgsAAAAJ&citation_for_view=zdnAkgsAAAAJ:u5HHmVD_uO8C)
Max Welling,University of Amsterdam,42.19466,https://staff.fnwi.uva.nl/m.welling,8200InoAAAAJ,https://scholar.google.com/citations?user=8200InoAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=8200InoAAAAJ&citpid=3,"CAIO CuspAI &  Professor Machine Learning, University of Amsterdam",Machine Learning; Artificial Intelligence; Statistics,Semi-supervised classification with graph convolutional networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=8200InoAAAAJ&citation_for_view=8200InoAAAAJ:gsN89kCJA0AC); Auto-encoding variational bayes (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=8200InoAAAAJ&citation_for_view=8200InoAAAAJ:Mojj43d5GZwC); Modeling relational data with graph convolutional networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=8200InoAAAAJ&citation_for_view=8200InoAAAAJ:Ug5p-4gJ2f0C)
Raymond J. Mooney,University of Texas at Austin,42.09799,https://www.cs.utexas.edu/~mooney,p9RsPG4AAAAJ,https://scholar.google.com/citations?user=p9RsPG4AAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=p9RsPG4AAAAJ&citpid=3,"Professor of Computer Science, University of Texas at Austin",Artificial Intelligence; Machine Learning; Data Mining; Natural Language Processing; Computational Linguistics,Content-based book recommending using learning for text categorization (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=p9RsPG4AAAAJ&citation_for_view=p9RsPG4AAAAJ:u-x6o8ySG0sC); Content-boosted collaborative filtering for improved recommendations (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=p9RsPG4AAAAJ&citation_for_view=p9RsPG4AAAAJ:HIFyuExEbWQC); Sequence to sequence-video to text (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=p9RsPG4AAAAJ&citation_for_view=p9RsPG4AAAAJ:w1MjKQ0l0TYC)
Deva Ramanan,Carnegie Mellon University,42.07627,http://www.cs.cmu.edu/~deva,9B8PoXUAAAAJ,https://scholar.google.com/citations?user=9B8PoXUAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9B8PoXUAAAAJ&citpid=2,"Professor, Robotics Institute, Carnegie Mellon University",Computer Vision; Machine Learning,"Microsoft coco: Common objects in context (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=9B8PoXUAAAAJ&citation_for_view=9B8PoXUAAAAJ:rO6llkc54NcC); Object detection with discriminatively trained part-based models (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=9B8PoXUAAAAJ&citation_for_view=9B8PoXUAAAAJ:u-x6o8ySG0sC); A discriminatively trained, multiscale, deformable part model (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=9B8PoXUAAAAJ&citation_for_view=9B8PoXUAAAAJ:u5HHmVD_uO8C)"
Lawrence Carin,Duke University,42.00461,https://ece.duke.edu/people/lawrence-carin,yuxwFscAAAAJ,https://scholar.google.com/citations?user=yuxwFscAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=yuxwFscAAAAJ&citpid=4,Duke University,machine learning; artificial intelligence; statistics,Bayesian compressive sensing (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=yuxwFscAAAAJ&citation_for_view=yuxwFscAAAAJ:0aBXIfxlw9sC); Digital technology and COVID-19 (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=yuxwFscAAAAJ&citation_for_view=yuxwFscAAAAJ:UxriW0iASnsC); What Makes Good In-Context Examples for GPT-? (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=yuxwFscAAAAJ&citation_for_view=yuxwFscAAAAJ:KqnX2w3egDsC)
Iryna Gurevych,TU Darmstadt,41.610209,https://www.ukp.tu-darmstadt.de/people/group-heads/prof-dr-iryna-gurevych,t3A39e8AAAAJ,https://scholar.google.com/citations?user=t3A39e8AAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=t3A39e8AAAAJ&citpid=5,"Full Professor, TU Darmstadt; Adjunct Professor, MBZUAI, UAE; Affiliated Professor, INSAIT, Bulgaria",Natural Language Processing; Large Language Models; Artificial Intelligence,Sentence-BERT: Sentence Embeddings using Siamese BERT-Networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=t3A39e8AAAAJ&citation_for_view=t3A39e8AAAAJ:DrR-2ekChdkC); Making monolingual sentence embeddings multilingual using knowledge distillation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=t3A39e8AAAAJ&citation_for_view=t3A39e8AAAAJ:T_ojBgVMvoEC); BEIR: A Heterogenous Benchmark for Zero-shot Evaluation of Information Retrieval Models (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=t3A39e8AAAAJ&citation_for_view=t3A39e8AAAAJ:cBPnxVikjH8C)
Ian D. Reid 0001,MBZUAI,41.56944,https://mbzuai.ac.ae/study/faculty/ian-reid,ATkNLcQAAAAJ,https://scholar.google.com/citations?user=ATkNLcQAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ATkNLcQAAAAJ&citpid=2,Mohammed Bin Zayed University of Artificial Intelligence and University of Adelaide,Computer Vision; Robotics; SLAM,"Generalized intersection over union: A metric and a loss for bounding box regression (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=ATkNLcQAAAAJ&citation_for_view=ATkNLcQAAAAJ:rTD5ala9j4wC); MonoSLAM: Real-time single camera SLAM (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=ATkNLcQAAAAJ&citation_for_view=ATkNLcQAAAAJ:RHpTSmoSYBkC); Past, present, and future of simultaneous localization and mapping: Toward the robust-perception age (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=ATkNLcQAAAAJ&citation_for_view=ATkNLcQAAAAJ:yqoGN6RLRZoC)"
Xiangyu Zhang 0001,Purdue University,41.335208,https://www.cs.purdue.edu/homes/xyzhang,PXbu1wIAAAAJ,https://scholar.google.com/citations?user=PXbu1wIAAAAJ,/citations/images/avatar_scholar_128.png,"Samuel Conte Professor of Computer Science, Purdue University",AI Security; Software System analysis,Trojaning attack on neural networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=PXbu1wIAAAAJ&citation_for_view=PXbu1wIAAAAJ:owLR8QvbtFgC); ABS: Scanning neural networks for back-doors by artificial brain stimulation (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=PXbu1wIAAAAJ&citation_for_view=PXbu1wIAAAAJ:w0F2JDEymm0C); Locating faults through automated predicate switching (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=PXbu1wIAAAAJ&citation_for_view=PXbu1wIAAAAJ:qxL8FJ1GzNcC)
David R. Karger,Massachusetts Institute of Technology,41.301539,http://people.csail.mit.edu/karger,2vQRGrYAAAAJ,https://scholar.google.com/citations?user=2vQRGrYAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2vQRGrYAAAAJ&citpid=3,"Professor of Computer Science, MIT",Information Management; HCI; Semantic Web; PIM; Algorithms,Chord: A scalable peer-to-peer lookup service for internet applications (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=2vQRGrYAAAAJ&citation_for_view=2vQRGrYAAAAJ:u5HHmVD_uO8C); Consistent hashing and random trees: Distributed caching protocols for relieving hot spots on the world wide web (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=2vQRGrYAAAAJ&citation_for_view=2vQRGrYAAAAJ:qjMakFHDy7sC); A random linear network coding approach to multicast (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=2vQRGrYAAAAJ&citation_for_view=2vQRGrYAAAAJ:UeHWp8X0CEIC)
Yu Qiao 0001,Chinese Academy of Sciences,40.983317,http://mmlab.siat.ac.cn/yuqiao/index.html,gFtI-8QAAAAJ,https://scholar.google.com/citations?user=gFtI-8QAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gFtI-8QAAAAJ&citpid=1,"Professor of Shanghai AI Laboratory; Shenzhen Institutes of Advanced Technology, CAS",Computer Vision; Pattern Recognition; Large Multimodal Model; Large Language Model,Joint face detection and alignment using multitask cascaded convolutional networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=gFtI-8QAAAAJ&citation_for_view=gFtI-8QAAAAJ:xyvS_IvSCKsC); Esrgan: Enhanced super-resolution generative adversarial networks (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=gFtI-8QAAAAJ&citation_for_view=gFtI-8QAAAAJ:h9G0ZmjYpDoC); Temporal segment networks: Towards good practices for deep action recognition (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=gFtI-8QAAAAJ&citation_for_view=gFtI-8QAAAAJ:eFf2swCANGcC)
Christos H. Papadimitriou,Columbia University,40.83872,https://www.cs.berkeley.edu/~christos,rXYLXJMAAAAJ,https://scholar.google.com/citations?user=rXYLXJMAAAAJ,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rXYLXJMAAAAJ&citpid=2,Columbia University,Algorithms; Complexity; Game Theory; Evolution; Computational Neuroscience,Combinatorial optimization: algorithms and complexity (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=rXYLXJMAAAAJ&citation_for_view=rXYLXJMAAAAJ:22I2CSi1iVUC); Computational complexity (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=rXYLXJMAAAAJ&citation_for_view=rXYLXJMAAAAJ:cMwz8cpHLggC); Worst-case equilibria (https://scholar.google.com/citations?view_op=view_citation&hl=ko&user=rXYLXJMAAAAJ&citation_for_view=rXYLXJMAAAAJ:Q3_nmhWTCy0C)
